Favorita Mostachol Hierro 15x500g,AMBA,60.00,7790070342041
Favorita Codito Hierro 15x500g,AMBA,60.00,7790070342058
Favorita Dedalito Hierro 15x500g,AMBA,60.00,7790070342065
Fajitas Lucchetti 280 g,AMBA,190.00,7790070320940
Favorita tapas de empanadas VIT x12 x 300g hojaldre,AMBA,105.00,7790070621542
Favorita tapas de empanadas VIT x12 x 300g criolla,AMBA,105.00,7790070621535
Favorita Pascualina hojaldre VIT x 400g,AMBA,115.00,7790070621566
Favorita Pascualina criolla VIT x 400g,AMBA,115.00,7790070621559
Formitas de Pollo Lucchetti 350 Gr,AMBA,286.87,7790070035509
Fideos Tirabuzón sin TACC Matarazzo 500 Gr,AMBA,257.42,7790070321855
Fideos Penne Rigate Mix Legumbres Matarazzo 500 Gr,AMBA,262.78,7790070321862
Raviolitos 4 Quesos La Salteña 300 Gr,AMBA,143.82,7790236000570
Café Instantáneo Fuerte Richmond Frasco 150 Gr,AMBA,420.00,7790070936639
Arroz Gallo Oro 1 Kg,AMBA,159.11,7790070411716
Arroz Parbolizado Lucchetti 1 Kg,AMBA,137.95,7790070411808
Café Instantáneo Selección Arlistan 170 Gr,AMBA,385.24,7790070936479
Yerba Mate con Palo Ecopack Cruz de Malta 500 Gr,AMBA,224.67,7790070507099
Fideos Spaghetti Matarazzo 500 Gr,AMBA,79.72,7790070318640
Tapas Pascualina Criolla La Salteña 2 Un 400 Gr,AMBA,93.14,7790236001270
Fideos Tallarín Don Felipe 500 Gr,AMBA,75.00,7790070321312
Fideos Spaghetti Don Felipe 500 Gr,AMBA,75.00,7790070321329
Don Felipe By Terrabusi Tirabuzón 15x500 g,AMBA,75.00,7790070321336
Fideos Mostacholes Don Felipe 500 Gr,AMBA,75.00,7790070321343
Fideos Tirabuzones Lucchetti 500 Gr,AMBA,66.05,7790070318329
Don Felipe Tallarín 20x500g,AMBA,109.00,77905321
Fideos Mostacholes Rayados Don Felipe 500 Gr,AMBA,109.00,7794600009251
Fideos Tirabuzones al Huevo Don Felipe 500 Gr,AMBA,109.00,7794600000333
Vino Blanco Chardonnay Aime 750 Ml,AMBA,401.15,7798090852632
Vino Blanco Dulce Natural Aime 750 Cc,AMBA,401.15,7798090852502
Vino Rose Aime 750 Ml,AMBA,401.15,7798090852649
Vino Tinto Malbec Aimé 750 Cc,AMBA,401.15,7798090852533
Vino Tinto Cabernet Sauvignion Aimé 750 Cc,AMBA,401.15,7798090852526
Vino Red Blend Aimé 750 Cc,AMBA,401.15,7798090852519
Chamigo x 500 SIN TACC,AMBA,180.00,7790070509123
Favorita Pan Rallado 20x450g,AMBA,85.00,7790070413574
Favorita Pan Rallado 12x900g,AMBA,155.00,7790070413581
Favorita Rebozador x450g,AMBA,85.00,7790070413598
Favorita Rebozador x 900g,AMBA,155.00,7790070413604
Aceite de Oliva Comestible Cocinero 500 Ml,AMBA,365.83,7790060009329
Arroz Largo Fino Gallo 1000gr,AMBA,107.06,7790070411860
Harina 000 con Vitamina B6 y B12 Blancaflor 1 Kg,AMBA,62.50,7790070506917
Canale Spaguetti x 500 grs,AMBA,47.50,7790070318992
Pañales Descartables Descartables Supersec Talle G Pampers 22 un,AMBA,444.03,7500435168656
Pañales Descartables Descartables Supersec Talle M Pampers 26 un,AMBA,444.03,7500435168663
Pañales Descartables Descartables Supersec Talle P Pampers 30 un,AMBA,486.96,7500435168670
Pañales Descartables Descartables Supersec Talle XG Pampers 18 un,AMBA,444.03,7500435168649
Pañales Descartables Descartables Supersec Talle XXG Pampers 16 un,AMBA,444.03,7500435168632
Jabón Líquido para Ropa Botella Ace 800 ml,AMBA,205.64,7500435004718
Jabón Líquido para Ropa Para Ropa con Downy Doypack Ace 800 ml,AMBA,171.16,7500435156318
Jabón Líquido para Ropa Para Ropa con Downy Doypack Ace 800 ml,AMBA,171.16,7500435200189
Jabón Líquido para Ropa Para Ropa Doypack Ace 1400 ml,AMBA,279.79,7500435139861
Lavavajillas Aloe Magistral 300 cc,AMBA,164.99,7500435183918
Lavavajillas Aloe Magistral 500 cc,AMBA,274.99,7500435183925
Acondicionador Cuidado Clásico Pantene 400 ml,AMBA,351.34,7500435012515
Acondicionador Cuidado Clásico Pantene 400 ml,AMBA,351.34,7500435168229
Cartuchos Mach 3 Turbo Gillette 2 un,AMBA,494.79,3014260275143
Cepillo Dental Complete Base Oral-B 1 un,AMBA,135.06,3014260802189
Crema Dental Complete Menta Fresh Oral-B 70 un,AMBA,143.19,7500435122764
Máquina Para Afeitar Minora Plus Fg Gillette 5 un,AMBA,203.03,7702018316687
Máquina Para Afeitar Prestobarba 3 Cool Gillette 2 un,AMBA,291.50,7702018983872
Pasta Dental 123 Mint Oral B 70 gr,AMBA,106.48,7506339363883
Repuesto Máquina de Afeitar Venus Breeze Gillette 2 un,AMBA,682.13,7500435191838
Shampoo 2 En 1 - Con Acondicionador Pantene 400 ml,AMBA,351.34,7500435012669
Shampoo 2 En 1 - Con Acondicionador Pantene 400 ml,AMBA,351.34,7500435171991
Shampoo 2 en 1 Cuidado Clásico Max Pro V Pantene 200 ml,AMBA,234.99,7500435012539
Shampoo 2 en 1 Cuidado Clásico Max Pro V Pantene 200 ml,AMBA,234.99,7500435171984
Shampoo Cuidado Clásico Pantene 400 ml,AMBA,351.34,7500435012485
Shampoo Cuidado Clásico Pantene 400 ml,AMBA,351.34,7500435172127
Shampoo Cuidado Clásico Max Pro V Pantene 200 ml,AMBA,211.50,7500435012478
Shampoo Cuidado Clásico Max Pro V Pantene 200 ml,AMBA,211.50,7500435172004
Shampoo Fuerza Recon. Max ProV Miracles Pantene 200 ml,AMBA,262.51,7500435176262
Shampoo Fuerza Recon. Max ProV Miracles Pantene 200 ml,AMBA,262.51,7500435168465
Toallas Higiénicas p/Menstruantes Plus Seca con Alas Always 8 un,AMBA,156.35,7500435193146
Máquina Para Afeitar Prestobarba Azul Gillette 5 un,AMBA,348.10,7500435160674
Máquina Para Afeitar Prestobarba Rosa Gillette 3 un,AMBA,231.30,7500435169615
Cepillo Dental OB Complete Base Black Oral B 2 un,AMBA,374.99,7500435170949
Lavavajilla Manzana Magistral 500 ml,AMBA,250.16,7500435183895
Acondicionador Fuerza Recon. Max ProV Miracles Pantene 200 ml,AMBA,290.60,7500435176194
Acondicionador Fuerza Recon. Max ProV Miracles Pantene 200 ml,AMBA,290.60,7500435168281
Toallas Higiénicas p/Menstruantes Triple Prot. Suave Always 8 un,AMBA,186.55,7500435193078
Espuma de Afeitar Espuma de Afeitar Regular en Aerosol Foamy 322 Ml Gillette 1 un,AMBA,273.37,3014260273903
Pañales Descartables Pañal Talle Recién Nacido Confort Sec Ultra Pampers 20 Un Pampers 20 un,AMBA,500.00,7500435188913
Vino Tinto Vin Up 1 Lt,AMBA,110.07,7790154000829
Vino Blanco Vin Up 1 Lt,AMBA,113.76,7790154000836
Jugo de Manzana Del Valle 200 Ml,AMBA,45.00,7790154008368
Jugo de Naranja Del Valle 200 Ml,AMBA,45.00,7790154008375
Jugo Multifruta Del Valle 200 Ml,AMBA,45.00,7790154008351
Jugo Durazno Del Valle 200 Ml,AMBA,45.00,7790154008344
Jugo Manzana Del Valle 200 Ml,AMBA,45.00,7790154008337
Jugo Manzana Del Valle 1 L,AMBA,150.00,7790154008320
Jugo Lima Del Valle 1 L,AMBA,150.00,7790154008382
Arroz No Se Pasa Apóstoles 1kg,AMBA,100.65,7791120098246
Arroz Largo Fino 00000 Molinos Ala 1 Kg,AMBA,67.23,7791120031557
Arroz Largo Fino Apóstoles 1kg,AMBA,85.60,7791120031656
Arroz Largo Fino Molinos Ala 1 Kg,AMBA,120.56,7791120099816
Arroz Largo Fino Apóstoles 500gr,AMBA,55.07,7791120100208
Arroz No Se Pasa Ni Se Pega Apóstoles 500gr,AMBA,61.50,7791120100215
Tostada De Arroz Sin Tacc Apóstoles 150gr,AMBA,95.40,7791120098857
Leche Larga Vida Entera Uht Apóstoles 1lt,AMBA,81.25,7798338290103
Leche Larga Vida Parcialmente Descremada Uht Apóstoles 1lt,AMBA,81.25,7798338290110
Leche Larga Vida Deslactosada Apóstoles 1lt,AMBA,90.72,7798338290295
Apóstoles Descremada 0% grasa,AMBA,80.00,7798338290868
Paté de Foie Swift Lata 90 Gr,AMBA,60.82,7790360720382
Salchichas Swift 6 Un 225 Gr,AMBA,118.99,7790360000132
Salchichas Junior 190 Gr Swift 6un,AMBA,87.08,7790360970053
Hamburguesa Clásica Swift 12un,AMBA,914.36,7790360026590
Medallones De Carne 276 Gr Swift 4un,AMBA,169.28,7790360966841
Hamburguesa Kids 276 Gr Swift 4un,AMBA,276.24,7790360972149
Pate de Foi La Blanca 90 Gr,AMBA,68.00,7790360965127
Paté de Foi Tipo Provenzal Swift 85 Gr,AMBA,114.70,7790360965714
Paté Jamón Ahumado Swift 85 Gr,AMBA,126.00,7790360965707
Medallones De Carne Swift 828 Gr,AMBA,685.00,7790360968548
Papas Fritas Clásicas Lisas Pehuamar 80gr,AMBA,149.80,7790310984109
Papas Fritas Clásicas Lisas Pehuamar 145gr,AMBA,146.28,7790310983515
Papas Fritas Clásicas Lisas Pehuamar 245gr,AMBA,311.04,7790310984123
Maní Pelado Pehuamar 110 Gr,AMBA,121.39,7790310983928
Palitos Salados Pep 120 Gr,AMBA,159.72,7790310984307
Palitos Salados Clásicos Pehuamar 190gr,AMBA,152.80,7790310983362
Palitos Salados Clásicos Pehuamar 90gr,AMBA,114.44,7790310984352
Chizitos Maicitos Pehuamar 125gr,AMBA,196.34,7790310984338
Chizitos tipo Caracolito Pehuamar 110gr,AMBA,149.47,7790310984918
Chizitos tipo Caracolito Pehuamar 205gr,AMBA,249.07,7790310984925
Mini Tosaditas sabor Queso Twistos 100 Gr,AMBA,143.99,7790310984437
Yogur con frutas Entero Frutilla Ilolay 150 gr,AMBA,65.51,7790787004485
Yogur con frutas Entero Durazno Ilolay 150 gr,AMBA,65.51,7790787004492
Yogur con frutas Descremado Frutilla Ilolay 150 gr,AMBA,65.51,7790787004744
Yogur con frutas Descremado Durazno Ilolay 150 gr,AMBA,65.51,7790787004997
Dulce de Leche Clásico Maru Botana 400 gr,AMBA,122.64,7790787006496
Leche Larga Vida Entera Record 1 lt,AMBA,84.00,7790787002580
Leche Larga Vida Descremada Record 1 lt,AMBA,84.00,7790787085712
Yogur Batido Entero Frutilla Ilolay 120 gr,AMBA,42.75,7790787004317
Yogur Batido Entero Vainilla Ilolay 120 gr,AMBA,42.75,7790787004355
Yogur Batido Descremado Frutilla Ilolay 120 gr,AMBA,42.75,7790787004461
Yogur Batido Descremado Vainilla Ilolay 120 gr,AMBA,42.75,7790787004478
Leche Fresca Entera Tenor Graso 3% Armonía 1lt,AMBA,61.16,7793940305009
Leche Armonía Ultra Parcialmente Descremada 2% Sachet 1 L,AMBA,61.16,7790742330703
Leche Armonía Ultra Parcialmente Descremada 1% Sachet 1 L,AMBA,61.16,7793940306006
Leche Entera Clásica Larga Vida Cartón La Serenísima 1 Lt,AMBA,109.49,7790742357007
Leche Parcialmente Descremada Larga Vida Tenor Graso 2 % La Serenísima 1 Lt,AMBA,112.82,7790742357403
Leche Descremada Uat La Serenisima 1 Lt,AMBA,78.18,7790742362100
Leche en Polvo Entera La Serenisima 200g,AMBA,184.63,7790742436108
Leche en Polvo Descremada Fortificada La Serenísima 400 Gr,AMBA,340.72,7790742436405
Crema para cocinar La Serenisima 200 cc,AMBA,129.92,7790742770301
Crema de Leche La Serenísima 520 Ml,AMBA,296.01,7790742771506
Dulce de Leche Repostero La Serenísima 400 Gr,AMBA,123.35,7790742067005
Dulce de Leche Estilo Colonial La Serenísima 400 Gr,AMBA,171.92,7790742625205
Dulce de Leche Clásico La Serenísima 400 Gr,AMBA,149.45,7790742625304
Manteca Extra La Serenísima 100 Gr,AMBA,75.15,7793940052002
Manteca La Serenísima 200 Gr,AMBA,116.58,7793940054006
Ricotta Entera Garcia 500 Gr,AMBA,209.81,7790742102805
Leche Parcialmente Descremada 2% Brick Armonia 1 Lt,AMBA,85.00,7790742336200
Leche Descremada Fortificada Uat Armonia 1% 1 Lt,AMBA,85.00,7793940361005
Crema De Leche Para Cocinar Tenor Graso 20% Armonía 200cc,AMBA,95.61,7790742330109
Leche en Polvo Modificada con Vitaminas Armonía 400 grs,AMBA,357.17,7790742437600
Leche en Polvo Modificada con Vitaminas Armonía 800 grs,AMBA,671.87,7790742437501
Manteca Untable a base de Crema y Ac. Armonía 200 Gr,AMBA,184.00,7790742669001
Queso Rallado Armonía 120 Gr,AMBA,185.00,7790742329103
láctea Bebida Armonía 900cc Vainilla,AMBA,120.00,7790742332011
láctea Bebida Armonía 900cc Frutilla,AMBA,120.00,7790742332028
Cerveza Retornable Quilmes Bajo Cero 1 lt,AMBA,112.73,7792798007424
Cerveza Retornable Quilmes Bajo Cero 970 cc,AMBA,112.73,7792798007219
Cerveza Porrón Retornable Brahma 340 cc,AMBA,44.73,7792798000395
Cerveza Porrón Retornable Budweiser 340 cc,AMBA,51.62,7792798003778
Cerveza Porrón Retornable Quilmes Clásica 340 cc,AMBA,46.32,7792798011087
Cerveza Long Neck Quilmes Clásica 340 cc,AMBA,46.32,7792798007547
Cerveza Rubia en Lata Brahma 353 cc,AMBA,74.70,7792798005871
Cerveza Rubia en Lata Quilmes Clásica 354 cc,AMBA,59.40,7792798011018
Gaseosa Naranja Mirinda 1.5 lt,AMBA,76.61,7791813421153
Gaseosa Lima Limón 7up 1.5 lt,AMBA,114.64,7791813777045
Gaseosa Cola Pepsi 500 cc,AMBA,68.43,7791813420057
Gaseosa Lima Limón H2oh! 1500 cc,AMBA,117.01,7791813421238
Bebida Isotónica Cool bue Gatorade 300 cc,AMBA,68.15,7791813113102
Bebida Isotónica Frutas tropicales Gatorade 300 cc,AMBA,68.15,7791813113300
Gaseosa Pomelo Paso de los toros 500 cc,AMBA,66.19,7791813080022
Agua Saborizada Citrus con Gas H2oh! 1.5 lt,AMBA,105.43,7791813421603
Agua Saborizada Limoneto con Gas H2oh! 1.5 lt,AMBA,105.35,7791813421917
Gaseosa Lima Limón Free 7up 500 cc,AMBA,64.26,7791813420583
Gaseosa Cola Light Pepsi 1.5 lt,AMBA,131.51,7791813421351
Gaseosa Pomelo Regular Paso de los Toros 2.25 lt,AMBA,166.76,7791813423386
Gaseosa Lima Limón Free 7up 1500 cc,AMBA,145.38,7791813421580
Cerveza Porrón Retornable Quilmes 0.0% 340 cc,AMBA,46.30,7792798010486
Cerveza Botella Retornable Quilmes 1890 1 lt,AMBA,154.81,7792798007738
Cerveza Porrón Retornable Quilmes Stout 340 cc,AMBA,52.40,7792798001255
Cerveza Porrón Retornable Andes Origen Roja 340 cc,AMBA,74.09,7792798002153
Gaseosa Cola Pepsi 1.5 lt,AMBA,135.00,7791813555049
Fideos Spaghetti De Sémola De Trigo Candeal Morixe 500gr,AMBA,71.24,7790199603467
Fideos Tallarin De Sémola De Trigo Candeal Morixe 500gr,AMBA,71.24,7790199603474
Fideos Tirabuzon De Sémola De Trigo Candeal Morixe 500gr,AMBA,71.24,7790199603481
Fideos Mostachol De Sémola De Trigo Candeal Morixe 500gr,AMBA,71.24,7790199603504
Fideos Penne Rigate De Sémola De Trigo Candeal Morixe 500gr,AMBA,71.24,7790199603511
Harina 3/0 Morixe Fortivac 1kg,AMBA,62.00,7790199604075
Harina 4/0 Morixe Fortivac 1kg,AMBA,81.12,7790199604082
Harina Leudante Morixe Fortivac 1kg,AMBA,93.60,7790199604099
Harina de Trigo Integral Morixe 1 Kg,AMBA,108.76,7790199603856
Pan Rallado Morixe 10 Un 1 Kg,AMBA,165.97,7790199602927
Rebozador Morixe 10 Un 1 Kg,AMBA,165.97,7790199602941
Avena Instantanea Morixe 300 Gr,AMBA,136.89,7790199603320
Avena Tradicional Morixe 300 Gr,AMBA,136.89,7790199603306
Agua de Mesa Sin Gas Villa del Sur 1.65 lt,AMBA,82.68,7790315000149
Agua Mineral Sin Gas Bajo Sodio Ser 1.5 lt,AMBA,63.92,7790315058706
Agua Mineral Sin Gas en Bidón Villa del Sur 6.25 lt,AMBA,224.06,7798062541397
Agua Saborizada Citrus con Gas Ser 1.5 lt,AMBA,117.26,7798062542073
Agua Mineral Sin Gas Ser 2250 cc,AMBA,79.59,7798062545470
Agua Saborizada Manzana Brio 1.5 lt,AMBA,54.11,7798062543919
Agua Saborizada Naranja Brio 1.5 lt,AMBA,54.10,7798062543926
Agua Saborizada Pomelo Brio 1.5 lt,AMBA,57.36,7798062543933
Gaseosa Citrus Ser 500 cc,AMBA,57.54,7798062542097
Gaseosa Citrus Ser 2250 cc,AMBA,162.85,7798062540819
Gaseosa Limón Ser 500 cc,AMBA,60.30,7798062542004
Gaseosa Limón Ser 2250 cc,AMBA,171.33,7798062541946
Postrecito Dulce de Leche Serenito 100 gr,AMBA,57.03,7791337000698
Yogur Bebible Descremado Frutilla La Serenísima 900 gr,AMBA,121.05,7791337603325
Yogur Bebible Descremado Vainilla La Serenísima 900 gr,AMBA,120.83,7791337603318
Yogur Cremoso Descremado Frutilla La Serenísima 120 gr,AMBA,45.05,7791337003569
Yogur Cremoso Entero Con Cereales Yogurísimo 166 gr,AMBA,127.83,7791337004160
Yogur Cremoso Entero Natural Yogurísimo 190 gr,AMBA,107.60,7791337004139
Yogur Firme Descremado Frutilla Ser 190 gr,AMBA,105.35,7791337004061
Queso Untable Fortificado con Vitaminas Libre de Gluten Apto Celíaco Light Casancrem 200 gr,AMBA,174.33,7791337003620
Yogur Bebible Sachet Sabor Frutilla García 900 ml,AMBA,90.59,7791337004450
Yogur Bebible Sachet Sabor Vainilla García 900 ml,AMBA,90.59,7791337004467
Queso Crema Clásico Casancream 200 gr,AMBA,174.33,7791337003613
Yogur Danonino Yogur formula infantil bebible Danonino 100 gr,AMBA,97.85,7791337060500
Yogur Intantil Sabor Vainilla Garcia 140 gr,AMBA,102.60,7791337004481
Queso Crema Formato Familiar Garcia 290 gr,AMBA,170.00,7791337004511
Yogur Bebible Entero con Probióticos Bebible Yogurisimo 185 gr,AMBA,121.48,7791337003323
Yogur LS Clásico batido entero 120 g,AMBA,42.50,7791337603219
Yogur Garcia preformado sabor frutilla 140g,AMBA,115.06,7791337004474
Yogur Ser c/ Colchon Frut y Cereal 158gr,AMBA,120.56,7791337002272
Leche Infantil 2 La Serenísima Baby 200 ml,AMBA,59.49,7795323002123
Leche Infantil 4 La Serenísima Baby 200 ml,AMBA,58.40,7795323773504
Agua Mineral con Gas Eco de Los Andes 1.5 Lt,AMBA,71.30,7792799000073
Agua Mineralizada con Gas Glaciar 1.5 Lt,AMBA,76.03,7792931001050
Agua Mineral sin Gas Nestlé Pureza Vital 1.5 Lt,AMBA,63.98,7792799000905
Alimento para Gatitos Cat Chow 500 Gr,AMBA,215.23,7613287376947
Café Dolca Suave Sobrecito 8G,AMBA,57.28,7613287171610
Café Instantáneo Tradición,AMBA,350.60,7613287290380
Cereales NESFIT Cereal Trad Sin Azucar 24x220g XW,AMBA,390.17,7891000288801
Cacao NESCAO PTST PlvChoc s/TACC 12x300g,AMBA,118.07,7613287149145
Agua Mineral sin Gas Eco de Los Andes 500 Cc,AMBA,65.36,7792799000011
Leche Infantil 3 RTD Ecosorbete,AMBA,71.55,7613287530516
NESTUMMcer s/Azr GlobalPack 10x125gAR,AMBA,223.00,7613287427601
Alimento para Gatos Adultos Sabor Pescado Cat Chow 500 Gr,AMBA,251.42,7613287377210
Alimento para gatos GATI Salmon con Pollo 10x500g AR,AMBA,216.36,8445290055866
Alimento para perros DOGUI Adultos Todos los Tamaños 8x1kgAR,AMBA,245.00,8445290094773
Almento para perros DOG CHOW Adulto M/G SinCol 8x1kg AR,AMBA,466.00,8445290266460
Café NESCAFE DOLCA Cappuccino 96x12.5g AR,AMBA,55.00,7613287239822
Leche en polvo NIDO FortiGrow Prebioticos Sfpk12x400gAR,AMBA,468.00,7613287867841
Leche en polvo SVELTY Figura lata 12x370g,AMBA,498.60,7613287763464
Caldo Verdura Maggi 12 un,AMBA,70.48,7891000345399
Caldo Gallina Maggi 12 un,AMBA,70.48,7891000345344
Puré de Papas Chef 100 Gr,AMBA,115.00,8445290060952
Conserva de Arveja Secas Remojadas Inca 350 gr,AMBA,47.49,7790790120257
Lentejas Secas Remojadas en Lata Inca 350 gr,AMBA,76.58,7790790124293
Postrecito Chocolate Yatasto 100 gr,AMBA,38.96,7798111060909
Postrecito Vainilla Yatasto 100 gr,AMBA,38.96,7798111060916
Postrecito Dulce de Leche Yatasto 100 gr,AMBA,38.96,7798111060978
Yogur Bebible Descremado Frutilla Yatasto 1 lt,AMBA,101.12,7798111060169
Yogur Bebible Descremado Vainilla Yatasto 1 lt,AMBA,101.12,7798111060190
Alfajor Chocolate Jorgito 6 un,AMBA,173.34,7790957000545
Snacks Sabor Queso Sin Tacc Kapac 100 gr,AMBA,96.41,7794906000273
Snacks Sabor Pizza Sin Tacc Kapac 100 gr,AMBA,96.41,7794906000280
Snacks Sabor Jamón Ahumado Sin Tacc Kapac 100 gr,AMBA,96.41,7794906000297
Almidón de Maíz s/tacc Kapac 500 gr,AMBA,139.07,7794906000242
Ketchup Dánica 220 gr,AMBA,54.49,7791620002453
Margarina Con Vitamina A y D Delicia 500 gr,AMBA,221.90,7791620001074
Margarina Clásica Dánica 500 gr,AMBA,222.19,7791620009810
Margarina Clásica Delicia 200 gr,AMBA,101.90,7791620001029
Margarina Clásica Dánica Dorada 200 gr,AMBA,98.00,7791620009827
Vino Tinto Bonarda Syrah Varietales Europeos Valderrobles 700 cc,AMBA,166.50,7794450002037
Paté de Foie Clásico Bocatti 90 gr,AMBA,133.65,7796953303123
Preservativo Anatomico Prime 3 Un,AMBA,248.00,7791519200021
Preservativos Tachas Prime 3 Un,AMBA,248.00,7791519200090
Pañales Descartables P Estrella 30 un,AMBA,725.00,7790064004023
Quitaesmalte Hipoalargénico Botella Estrella 50 ml,AMBA,119.90,7790064004689
Jabón de Tocador Para Bebés Duerme Feliz Estrella Baby 75 gr,AMBA,112.20,7790064104518
Algodón Premium Estrella 150 gr,AMBA,319.95,7790064000247
Bizcochos Común Cachamai 180 gr,AMBA,60.53,7792280005662
Bizcochos Con Romero Cachamai 180 gr,AMBA,60.53,7792280005679
Yerba Mate Amarilla Cachamate 1 kg,AMBA,420.00,7792280005709
Salame Tandilero Tipo Fuet en Pieza Cagnoli 150 gr,AMBA,356.55,7798013100697
Salame Tandilero Tipo Milán Feteado Cagnoli 150 gr,AMBA,253.58,7798013106828
Aperitivo Bitter Campari 750 ml,AMBA,587.49,7891136052000
Aperitivo Americano Cinzano 950 ml,AMBA,413.10,7798131200828
Ginebra Bicentenario Bols 1 lt,AMBA,406.47,7791200000510
Licor Dulce de Leche Premium Bols 700 cc,AMBA,373.76,7791200000268
Algodón Hidrofilo Bonté 300 gr,AMBA,248.40,8480017134332
Hisopos Bonté 125 un,AMBA,125.99,8480017134356
Ñoquis Mendía 1 kg,AMBA,221.91,7790522002844
Ravioles Ricota Sumasa 500 gr,AMBA,110.98,7790522117876
Ravioles Pollo y Verdura Sumasa 500 gr,AMBA,110.98,7790522117890
Tapas de Pasteles Mendía 24 un,AMBA,82.40,7790522000031
Tapas de Tarta Pascualina Mediana Mendía 230 gr,AMBA,59.84,7790522001694
Tapas de Empandas Horno/Freir 300 gr,AMBA,97.00,7790522118088
Tapa de Tarta Pascualina Light 400 gr,AMBA,118.00,7790522012188
Cerveza Rubia Sol en Lata 473 Cc,AMBA,174.90,7793147001704
Cerveza En Lata Warsteiner 473 cc,AMBA,119.80,7793147570927
Cerveza Rubia Retornable Isenbeck 1 lt,AMBA,120.40,7793147570828
Cerveza Rubia Warsteiner 1 lt,AMBA,184.30,7793147570989
Cerveza Rubia Palermo 1 lt,AMBA,133.60,7793147001179
Vino Colon Syrah 750cc NR 1x6,AMBA,230.00,7790168002505
Alfajor Dulce De Leche. Caja X 6 Chammas 240gr,AMBA,353.88,7794903231540
Alfajor Chocolate Sin Tacc Yüka 50gr,AMBA,58.99,7794903232165
Alfajor Fruta Sol Serrano 40gr,AMBA,22.15,7794903232424
Caja De Alfajores Chocolate X 6 Sin Tacc Yüka 300gr,AMBA,322.70,7794903232479
SOL SERRANO ALFAJOR DULCE DE LECHE 40GR,AMBA,30.57,7794903232417
Caja de Conitos Sol Serrano x 6 unidades (3N y 3B) 228gr,AMBA,359.00,7794903232110
Caja de Alfajores Surtidos x 6 unidades 300gr,AMBA,350.00,7794903232509
Tapas de Tarta Hojaldre Doña Noly 2 un,AMBA,91.44,7790606000315
Mermelada Durazno Emeth 420 gr,AMBA,81.25,7791113003356
Mermelada Frutilla Emeth 420 gr,AMBA,92.47,7791113003783
Queso Port Salut Port Salut Light Vacalín 400 gr,AMBA,364.50,7790616000503
Queso Cremoso Cremoso Vacalín 400 gr,AMBA,314.10,7790616000442
